Column,UDI,UDI_url,Count,Type,Description,Description_url,Download_date,Variable_name,Variable_Type,Length,Start_pos,End_pos
706,130809-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130809,122,Categorical (single),Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130809_0_0,3.,3,4319,4321
707,130810-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130810,8,Date,Date E76 first reported (disorders of glycosaminoglycan metabolism)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130810_0_0,date10.,10,4322,4331
708,130811-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130811,8,Categorical (single),Source of report of E76 (disorders of glycosaminoglycan metabolism)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130811_0_0,3.,3,4332,4334
709,130812-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130812,23,Date,Date E77 first reported (disorders of glycoprotein metabolism)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130812_0_0,date10.,10,4335,4344
710,130813-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130813,23,Categorical (single),Source of report of E77 (disorders of glycoprotein metabolism)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130813_0_0,3.,3,4345,4347
711,130814-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130814,115857,Date,Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130814_0_0,date10.,10,4348,4357
712,130815-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130815,115857,Categorical (single),Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130815_0_0,3.,3,4358,4360
713,130816-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130816,536,Date,Date E79 first reported (disorders of purine and pyrimidine metabolism)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130816_0_0,date10.,10,4361,4370
714,130817-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130817,536,Categorical (single),Source of report of E79 (disorders of purine and pyrimidine metabolism)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130817_0_0,3.,3,4371,4373
715,130818-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130818,1752,Date,Date E80 first reported (disorders of porphyrin and bilirubin metabolism)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130818_0_0,date10.,10,4374,4383
716,130819-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130819,1752,Categorical (single),Source of report of E80 (disorders of porphyrin and bilirubin metabolism)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130819_0_0,3.,3,4384,4386
717,130820-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130820,7289,Date,Date E83 first reported (disorders of mineral metabolism)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130820_0_0,date10.,10,4387,4396
718,130821-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130821,7289,Categorical (single),Source of report of E83 (disorders of mineral metabolism)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130821_0_0,3.,3,4397,4399
719,130822-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130822,137,Date,Date E84 first reported (cystic fibrosis)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130822_0_0,date10.,10,4400,4409
720,130823-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130823,137,Categorical (single),Source of report of E84 (cystic fibrosis)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130823_0_0,3.,3,4410,4412
721,130824-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130824,387,Date,Date E85 first reported (amyloidosis)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130824_0_0,date10.,10,4413,4422
722,130825-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130825,387,Categorical (single),Source of report of E85 (amyloidosis)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130825_0_0,3.,3,4423,4425
723,130826-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130826,8796,Date,Date E86 first reported (volume depletion)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130826_0_0,date10.,10,4426,4435
724,130827-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130827,8796,Categorical (single),Source of report of E86 (volume depletion)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130827_0_0,3.,3,4436,4438
725,130828-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130828,19864,Date,"Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130828_0_0,date10.,10,4439,4448
726,130829-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130829,19864,Categorical (single),"Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130829_0_0,3.,3,4449,4451
727,130830-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130830,1389,Date,Date E88 first reported (other metabolic disorders)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130830_0_0,date10.,10,4452,4461
728,130831-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130831,1389,Categorical (single),Source of report of E88 (other metabolic disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130831_0_0,3.,3,4462,4464
729,130832-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130832,3151,Date,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130832_0_0,date10.,10,4465,4474
730,130833-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130833,3151,Categorical (single),"Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130833_0_0,3.,3,4475,4477
731,130836-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130836,1646,Date,Date F00 first reported (dementia in alzheimer's disease)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130836_0_0,date10.,10,4478,4487
732,130837-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130837,1646,Categorical (single),Source of report of F00 (dementia in alzheimer's disease)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130837_0_0,3.,3,4488,4490
733,130838-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130838,1310,Date,Date F01 first reported (vascular dementia)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130838_0_0,date10.,10,4491,4500
734,130839-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130839,1310,Categorical (single),Source of report of F01 (vascular dementia)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130839_0_0,3.,3,4501,4503
735,130840-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130840,699,Date,Date F02 first reported (dementia in other diseases classified elsewhere)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130840_0_0,date10.,10,4504,4513
736,130841-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130841,699,Categorical (single),Source of report of F02 (dementia in other diseases classified elsewhere)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130841_0_0,3.,3,4514,4516
737,130842-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130842,2945,Date,Date F03 first reported (unspecified dementia)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130842_0_0,date10.,10,4517,4526
738,130843-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130843,2945,Categorical (single),Source of report of F03 (unspecified dementia)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130843_0_0,3.,3,4527,4529
739,130844-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130844,24,Date,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130844_0_0,date10.,10,4530,4539
740,130845-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130845,24,Categorical (single),"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130845_0_0,3.,3,4540,4542
741,130846-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130846,4649,Date,"Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130846_0_0,date10.,10,4543,4552
742,130847-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130847,4649,Categorical (single),"Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130847_0_0,3.,3,4553,4555
743,130848-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130848,1166,Date,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130848_0_0,date10.,10,4556,4565
744,130849-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130849,1166,Categorical (single),Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130849_0_0,3.,3,4566,4568
745,130850-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130850,224,Date,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130850_0_0,date10.,10,4569,4578
746,130851-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130851,224,Categorical (single),"Source of report of F07 (personality and behavioural disorders due to brain disease, damage and dysfunction)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130851_0_0,3.,3,4579,4581
747,130852-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130852,503,Date,Date F09 first reported (unspecified organic or symptomatic mental disorder)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130852_0_0,date10.,10,4582,4591
748,130853-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130853,503,Categorical (single),Source of report of F09 (unspecified organic or symptomatic mental disorder)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130853_0_0,3.,3,4592,4594
749,130854-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130854,11744,Date,Date F10 first reported (mental and behavioural disorders due to use of alcohol)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130854_0_0,date10.,10,4595,4604
750,130855-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130855,11744,Categorical (single),Source of report of F10 (mental and behavioural disorders due to use of alcohol)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130855_0_0,3.,3,4605,4607
751,130856-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130856,318,Date,Date F11 first reported (mental and behavioural disorders due to use of opioids)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130856_0_0,date10.,10,4608,4617
752,130857-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130857,318,Categorical (single),Source of report of F11 (mental and behavioural disorders due to use of opioids)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130857_0_0,3.,3,4618,4620
753,130858-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130858,393,Date,Date F12 first reported (mental and behavioural disorders due to use of cannabinoids)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130858_0_0,date10.,10,4621,4630
754,130859-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130859,393,Categorical (single),Source of report of F12 (mental and behavioural disorders due to use of cannabinoids)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130859_0_0,3.,3,4631,4633
755,130860-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130860,269,Date,Date F13 first reported (mental and behavioural disorders due to use of sedatives or hypnotics)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130860_0_0,date10.,10,4634,4643
756,130861-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130861,269,Categorical (single),Source of report of F13 (mental and behavioural disorders due to use of sedatives or hypnotics)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130861_0_0,3.,3,4644,4646
757,130862-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130862,75,Date,Date F14 first reported (mental and behavioural disorders due to use of cocaine)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130862_0_0,date10.,10,4647,4656
758,130863-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130863,75,Categorical (single),Source of report of F14 (mental and behavioural disorders due to use of cocaine)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130863_0_0,3.,3,4657,4659
759,130864-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130864,78,Date,"Date F15 first reported (mental and behavioural disorders due to use of other stimulants, including caffeine)Uses data-coding819comprises 5 ERROR-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130864_0_0,date10.,10,4660,4669
760,130865-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130865,78,Categorical (single),"Source of report of F15 (mental and behavioural disorders due to use of other stimulants, including caffeine)Uses data-coding2171comprises 8 Integer-valued members in a simple list.",http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130865_0_0,3.,3,4670,4672
761,130866-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130866,39,Date,Date F16 first reported (mental and behavioural disorders due to use of hallucinogens)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130866_0_0,date10.,10,4673,4682
762,130867-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130867,39,Categorical (single),Source of report of F16 (mental and behavioural disorders due to use of hallucinogens)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130867_0_0,3.,3,4683,4685
763,130868-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130868,43157,Date,Date F17 first reported (mental and behavioural disorders due to use of tobacco)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130868_0_0,date10.,10,4686,4695
764,130869-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130869,43157,Categorical (single),Source of report of F17 (mental and behavioural disorders due to use of tobacco)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130869_0_0,3.,3,4696,4698
765,130870-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130870,10,Date,Date F18 first reported (mental and behavioural disorders due to use of volatile solvents)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130870_0_0,date10.,10,4699,4708
766,130871-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130871,10,Categorical (single),Source of report of F18 (mental and behavioural disorders due to use of volatile solvents)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130871_0_0,3.,3,4709,4711
767,130872-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130872,301,Date,Date F19 first reported (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130872_0_0,date10.,10,4712,4721
768,130873-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130873,301,Categorical (single),Source of report of F19 (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130873_0_0,3.,3,4722,4724
769,130874-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130874,1333,Date,Date F20 first reported (schizophrenia)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130874_0_0,date10.,10,4725,4734
770,130875-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130875,1333,Categorical (single),Source of report of F20 (schizophrenia)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130875_0_0,3.,3,4735,4737
771,130876-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130876,25,Date,Date F21 first reported (schizotypal disorder)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130876_0_0,date10.,10,4738,4747
772,130877-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130877,25,Categorical (single),Source of report of F21 (schizotypal disorder)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130877_0_0,3.,3,4748,4750
773,130878-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130878,559,Date,Date F22 first reported (persistent delusional disorders)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130878_0_0,date10.,10,4751,4760
774,130879-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130879,559,Categorical (single),Source of report of F22 (persistent delusional disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130879_0_0,3.,3,4761,4763
775,130880-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130880,303,Date,Date F23 first reported (acute and transient psychotic disorders)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130880_0_0,date10.,10,4764,4773
776,130881-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130881,303,Categorical (single),Source of report of F23 (acute and transient psychotic disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130881_0_0,3.,3,4774,4776
777,130882-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130882,5,Date,Date F24 first reported (induced delusional disorder)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130882_0_0,date10.,10,4777,4786
778,130883-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130883,5,Categorical (single),Source of report of F24 (induced delusional disorder)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130883_0_0,3.,3,4787,4789
779,130884-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130884,345,Date,Date F25 first reported (schizoaffective disorders)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130884_0_0,date10.,10,4790,4799
780,130885-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130885,345,Categorical (single),Source of report of F25 (schizoaffective disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130885_0_0,3.,3,4800,4802
781,130886-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130886,14,Date,Date F28 first reported (other nonorganic psychotic disorders)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130886_0_0,date10.,10,4803,4812
782,130887-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130887,14,Categorical (single),Source of report of F28 (other nonorganic psychotic disorders)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130887_0_0,3.,3,4813,4815
783,130888-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130888,577,Date,Date F29 first reported (unspecified nonorganic psychosis)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130888_0_0,date10.,10,4816,4825
784,130889-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130889,577,Categorical (single),Source of report of F29 (unspecified nonorganic psychosis)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130889_0_0,3.,3,4826,4828
785,130890-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130890,491,Date,Date F30 first reported (manic episode)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130890_0_0,date10.,10,4829,4838
786,130891-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130891,491,Categorical (single),Source of report of F30 (manic episode)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130891_0_0,3.,3,4839,4841
787,130892-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130892,1973,Date,Date F31 first reported (bipolar affective disorder)Uses data-coding819comprises 5 ERROR-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=819,2020-12-22,s_130892_0_0,date10.,10,4842,4851
788,130893-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=130893,1973,Categorical (single),Source of report of F31 (bipolar affective disorder)Uses data-coding2171comprises 8 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=2171,2020-12-22,n_130893_0_0,3.,3,4852,4854
